Epoch,Train Accuracy,Test Accuracy,Train Loss,Time per Epoch (s)
1,0.585928858823718,0.5838422697763885,42.19099307060242,4.8476784229278564
2,0.6013817867047112,0.5999519115171916,41.32902801036835,4.704723834991455
3,0.6006764663449978,0.5989901418610243,40.408562779426575,4.745961904525757
4,0.6066877194107368,0.6064438566963213,40.22889345884323,4.667689323425293
5,0.612490582370197,0.6101466698725655,40.13067054748535,4.652717590332031
6,0.6122982222720934,0.6107718201490743,40.05631083250046,4.650428771972656
7,0.613227962746261,0.610339023803799,40.039870500564575,4.643569707870483
8,0.6141096131959027,0.6106756431834576,40.04348295927048,4.662916421890259
9,0.613596652934293,0.6107237316662659,39.94536691904068,5.060595273971558
10,0.6149592036291939,0.6115412358740082,39.96276956796646,4.532403469085693
11,0.611432601830627,0.6087040153883145,39.933446407318115,4.703942537307739
12,0.6159530641360627,0.6132724212551094,39.88034361600876,4.5399298667907715
13,0.6128272125418784,0.6098100504929069,39.88601332902908,4.670236349105835
14,0.6159370341278874,0.6109641740803078,39.961986005306244,4.733435392379761
15,0.6171713447573858,0.6134647751863429,39.841806292533875,4.538336753845215
16,0.6175881249699438,0.6135609521519596,39.867298662662506,4.708674430847168
17,0.6186300755013385,0.6123587400817504,39.78803366422653,4.8508524894714355
18,0.6181972652806053,0.6149555181534022,39.90496522188187,4.662346839904785
19,0.6179568151579757,0.6140418369800433,39.86294084787369,4.6670191287994385
20,0.6188544956157928,0.6140418369800433,39.784755766391754,4.542039632797241
21,0.6186140454931632,0.6152921375330608,39.78244364261627,4.698267221450806
22,0.6159690941442381,0.6131281558066843,39.756844878196716,4.894258975982666
23,0.6155362839235048,0.61178167828805,39.76951444149017,4.689676284790039
24,0.6195598159755061,0.61413801394566,39.75346338748932,4.6173622608184814
25,0.6195277559591555,0.61649434960327,39.73558062314987,4.625013828277588
26,0.6169469246429315,0.6135128636691513,39.76445019245148,4.631138563156128
27,0.6176682750108202,0.6129358018754508,39.745187282562256,4.610414743423462
28,0.6174919449208919,0.6144746333253186,39.735368847846985,4.656865835189819
29,0.6213712068993155,0.6139937484972349,39.66190755367279,4.628623723983765
30,0.6206017665069009,0.614522721808127,39.69114553928375,4.509332180023193
31,0.6213391468829649,0.6154364029814859,39.70475876331329,4.739748954772949
32,0.622076527259029,0.614522721808127,39.7026544213295,5.003636598587036
33,0.6213551768911402,0.6151959605674441,39.664515376091,4.90346360206604
34,0.6222047673244313,0.6165905265688868,39.63379883766174,4.627615451812744
35,0.6214673869483673,0.6148112527049772,39.624218225479126,4.509702920913696
36,0.62292611769232,0.6176965616734792,39.59445869922638,4.676108121871948
37,0.6220124072263277,0.6162058187064198,39.677648067474365,4.686993598937988
38,0.6231665678149496,0.6178889156047127,39.59809571504593,5.412031888961792
39,0.6216437170382957,0.6157249338783362,39.55388331413269,5.652812719345093
40,0.6226856675696905,0.6151959605674441,39.60304415225983,5.369715213775635
41,0.6241123382972925,0.6141861024284684,39.55961620807648,5.281899452209473
42,0.6232627478640014,0.6156768453955278,39.527308344841,5.283892869949341
43,0.6212589968420884,0.6154364029814859,39.550812780857086,5.267100811004639
44,0.6236154080438581,0.6187064198124549,39.511034190654755,5.199755668640137
45,0.6247375086161294,0.6182255349843713,39.520333647727966,5.175318002700806
46,0.6258115191638748,0.6181774465015629,39.51791322231293,5.262109994888306
47,0.6236955580847346,0.6159172878095696,39.476990938186646,5.279321908950806
48,0.6252664988859145,0.6175042077422457,39.48710495233536,5.611445665359497
49,0.6271099498260744,0.6173599422938206,39.42936897277832,5.2936694622039795
50,0.6216918070628216,0.6150036066362107,39.43350410461426,5.232468366622925
51,0.6209063366622317,0.6105313777350324,39.52618581056595,5.435211658477783
52,0.6213712068993155,0.6154844914642943,39.43231159448624,5.334886074066162
53,0.627190099866951,0.6174561192594373,39.41216576099396,5.406935214996338
54,0.6250420787714601,0.6156768453955278,39.396067798137665,5.247648000717163
55,0.6267412596380424,0.6183698004327963,39.395146548748016,5.21349310874939
56,0.6248817786897072,0.6167828805001202,39.3641836643219,5.274109840393066
57,0.6295304810605453,0.6190430391921135,39.37244534492493,5.226125717163086
58,0.6283602904637481,0.6197162779514306,39.37502533197403,5.218642950057983
59,0.6288251607008319,0.6191873046405386,39.34773635864258,5.3221516609191895
60,0.6292419409133899,0.61885068526088,39.341066002845764,5.514279842376709
61,0.6296426911177725,0.6201971627795143,39.32776582241058,5.420023441314697
62,0.629770931183175,0.6204856936763645,39.311953127384186,5.236405849456787
63,0.630780821698219,0.6180812695359461,39.37420207262039,5.478440523147583
64,0.6298991712485773,0.6187545082952632,39.32129085063934,4.904614448547363
65,0.6268053796707437,0.6138013945660015,39.344537019729614,4.662015199661255
66,0.6255550390330699,0.6139937484972349,39.3058779835701,4.659644603729248
67,0.6313418719843548,0.6164462611204616,39.204446732997894,4.690492868423462
68,0.6293220909542664,0.6170233229141621,39.2816321849823,4.7178544998168945
69,0.6306846416491673,0.6173599422938206,39.3044268488884,4.598720073699951
70,0.6257313691229982,0.6108199086318826,39.21786195039749,4.680016994476318
71,0.6328807527691839,0.6181774465015629,39.2729327082634,4.7236058712005615
72,0.6310212718208487,0.6167347920173119,39.23258179426193,4.565460920333862
73,0.6334097430389689,0.6201009858138976,39.22853571176529,4.785667181015015
74,0.6330250228427616,0.6179370040875211,39.242761969566345,4.751408100128174
75,0.6305403715755895,0.6146188987737436,39.15071910619736,4.8517725467681885
76,0.6320311623358927,0.6127915364270258,39.18158209323883,4.97925591468811
77,0.634099033390507,0.6191392161577303,39.10081458091736,4.594082832336426
78,0.6344356635621884,0.6187064198124549,39.15351980924606,4.916717290878296
79,0.6345639036275909,0.619235393123347,39.10295468568802,4.7853477001190186
80,0.6351089239055512,0.6191392161577303,39.15838873386383,4.872950792312622
81,0.6358302742734399,0.61885068526088,39.08470457792282,5.400987863540649
82,0.6354615840854079,0.6182255349843713,39.099889397621155,5.229890823364258
83,0.6344516935703637,0.6171675883625871,39.04577684402466,5.33983850479126
84,0.6344997835948897,0.6171194998797788,39.104818880558014,5.185395240783691
85,0.6300594713303304,0.6128877133926425,39.144694447517395,5.164679288864136
86,0.6369684048538865,0.6187545082952632,39.10135489702225,5.352250576019287
87,0.6353493740281807,0.615051695119019,39.043933749198914,5.131027936935425
88,0.6384111055896639,0.617408030776629,39.05858933925629,5.299938678741455
89,0.6289213407498838,0.6113488819427747,38.997680962085724,5.330702304840088
90,0.6374332750909703,0.6190430391921135,38.98680591583252,5.149866580963135
91,0.6366317746822051,0.6156768453955278,38.92128509283066,5.293655157089233
92,0.6360386643797188,0.6157730223611445,38.994911193847656,5.093601226806641
93,0.639372906080182,0.617408030776629,38.938251316547394,5.268405437469482
94,0.6385553756632416,0.6190911276749218,38.98375165462494,5.279862642288208
95,0.639998076399019,0.6203414282279394,38.91160374879837,5.201392650604248
96,0.6401744064889473,0.6164462611204616,38.89714854955673,5.287489414215088
97,0.6301235913630316,0.6103871122866074,39.02245253324509,5.154363393783569
98,0.6397255662600388,0.6183698004327963,38.89655888080597,5.27338719367981
99,0.6366317746822051,0.61413801394566,38.94464087486267,5.2684595584869385
100,0.6407514867832582,0.6182255349843713,38.884522914886475,5.187758207321167
