Epoch,Train Accuracy,Test Accuracy,Train Loss,Time per Epoch (s)
1,0.5709888912043345,0.5702332291416206,42.20695263147354,2.834461212158203
2,0.5937835628296171,0.5919211348881943,41.73294377326965,2.4241623878479004
3,0.6027122773832615,0.5982688146188988,40.81344258785248,2.515328884124756
4,0.6071205296314701,0.6045203173839865,40.56521129608154,2.500072479248047
5,0.6083388102527932,0.6055782640057706,40.457749009132385,2.4719960689544678
6,0.6064632992962826,0.6037509016590527,40.28616780042648,2.4731991291046143
7,0.611176121699822,0.6063476797307045,40.326631247997284,2.499431610107422
8,0.6114646618469776,0.6067804760759798,40.28545153141022,2.4687278270721436
9,0.6112883317570492,0.6072613609040635,40.24891847372055,2.3131062984466553
10,0.6095570908741164,0.6048569367636452,40.25996208190918,2.4022376537323
11,0.6136768029751695,0.6093772541476317,40.24620878696442,2.480924129486084
12,0.6127630925091772,0.6088482808367396,40.15482950210571,2.483065128326416
13,0.6139012230896238,0.6115893243568166,40.128403186798096,2.4629647731781006
14,0.6136447429588189,0.6114450589083914,40.082467794418335,2.4672460556030273
15,0.6121539521985156,0.6088482808367396,40.1073197722435,2.4262638092041016
16,0.6142699132776558,0.6123587400817504,40.05592346191406,2.6418941020965576
17,0.615440103874453,0.6111565280115412,40.03610497713089,2.536149740219116
18,0.6127630925091772,0.608511661457081,40.02679926156998,2.472426652908325
19,0.6125547024028982,0.6086559269055062,40.029835641384125,2.4865922927856445
20,0.6152637737845247,0.6121182976677085,40.01746052503586,2.5446836948394775
21,0.6096532709231681,0.6071651839384468,40.09687328338623,2.551032066345215
22,0.6164820544058478,0.6144746333253186,40.020697832107544,2.480771780014038
23,0.6163217543240948,0.6127434479442173,39.97282528877258,2.407583236694336
24,0.6162576342913935,0.613224332772301,39.96817910671234,2.395294666290283
25,0.6136768029751695,0.6087040153883145,39.98483085632324,2.4846060276031494
26,0.6166904445121267,0.6131762442894927,39.91345429420471,2.538619041442871
27,0.61818123527243,0.6135609521519596,39.892461240291595,2.471003293991089
28,0.6180209351906769,0.6154844914642943,39.8807327747345,2.45064115524292
29,0.6122982222720934,0.6081269535946141,39.885006070137024,2.513479709625244
30,0.6171072247246846,0.6143303678768934,39.84207159280777,2.4965384006500244
31,0.6199926261962394,0.615965376292378,39.84594541788101,2.5039010047912598
32,0.6190468557138964,0.6156287569127195,39.83898204565048,2.5262413024902344
33,0.6191750957792989,0.6172637653282039,39.84632462263107,2.501166820526123
34,0.6158408540788356,0.6094734311132484,39.784198105335236,2.680981397628784
35,0.6180209351906769,0.6140899254628517,39.89428359270096,2.564079523086548
36,0.6183735953705336,0.6147150757393605,39.821285367012024,2.511805772781372
37,0.6209383966785823,0.6172637653282039,39.786522686481476,2.5309486389160156
38,0.6163057243159195,0.611396970425583,39.76064091920853,2.4433231353759766
39,0.619239215812,0.6152921375330608,39.80839878320694,2.4242746829986572
40,0.615600403956206,0.6079345996633806,39.77703106403351,2.5310466289520264
41,0.6210025167112835,0.6168790574657369,39.76156371831894,2.5227596759796143
42,0.6215795970055945,0.6175522962250541,39.701155722141266,2.5237011909484863
43,0.6195918759918567,0.6146188987737436,39.70397138595581,2.5210208892822266
44,0.6216276870301204,0.6188025967780717,39.72233426570892,2.476618766784668
45,0.6198964461471875,0.6147631642221688,39.733682572841644,2.497368574142456
46,0.6224933074715868,0.6161096417408031,39.6710861325264,2.521679162979126
47,0.6222047673244313,0.6163981726376533,39.64944648742676,2.5614283084869385
48,0.6218360771363993,0.6149555181534022,39.623837769031525,2.465207099914551
49,0.6215475369892438,0.6150036066362107,39.685501515865326,2.722217321395874
50,0.6224452174470609,0.6164462611204616,39.60425162315369,2.5116283893585205
51,0.6228940576759694,0.6164462611204616,39.66671973466873,2.4675629138946533
52,0.6228780276677941,0.6151478720846357,39.61388272047043,2.4991698265075684
53,0.6208422166295304,0.6140899254628517,39.61344534158707,2.4171433448791504
54,0.6238077681419617,0.6162058187064198,39.59770309925079,2.4168362617492676
55,0.6236314380520334,0.6144746333253186,39.61823660135269,2.4933228492736816
56,0.624609268550727,0.6166867035345035,39.60214710235596,2.528115749359131
57,0.6240161582482407,0.6155325799471026,39.544708490371704,2.4943764209747314
58,0.6218521071445746,0.613224332772301,39.54812157154083,2.4999451637268066
59,0.6235673180193322,0.6144265448425102,39.57241106033325,2.531965970993042
60,0.6244169084526233,0.6142822793940851,39.568912386894226,2.5144999027252197
61,0.6247214786079541,0.6182255349843713,39.56376791000366,2.513507127761841
62,0.6240802782809419,0.615580668429911,39.50238573551178,2.5371265411376953
63,0.6250741387878108,0.6156287569127195,39.49278301000595,2.930293321609497
64,0.6254748889921934,0.6159172878095696,39.52378535270691,2.57384991645813
65,0.6263084494173092,0.6163500841548449,39.52224135398865,2.5204596519470215
66,0.6260679992946796,0.6172637653282039,39.48471426963806,2.4939796924591064
67,0.6252023788532132,0.6149555181534022,39.42644822597504,2.5389554500579834
68,0.6264687494990623,0.6145708102909353,39.46678286790848,2.3686208724975586
69,0.6267572896462177,0.615580668429911,39.47200411558151,2.4286272525787354
70,0.6257313691229982,0.6149074296705939,39.42075675725937,2.50602388381958
71,0.6270458297933732,0.6184178889156047,39.49961757659912,2.529423236846924
72,0.6269015597197954,0.6166386150516951,39.41436982154846,2.5102341175079346
73,0.6266771396053412,0.6163500841548449,39.44354438781738,2.533762216567993
74,0.6270939198178991,0.6159172878095696,39.395739912986755,2.5097718238830566
